1,2,3,4,5,6,7
29629.0,12084.0,12.0,0.0,0.0,16.0,763.0
11072.0,44810.0,634.0,0.0,9.0,343.0,7.0
0.0,1194.0,5247.0,48.0,0.0,628.0,0.0
0.0,11.0,316.0,141.0,0.0,82.0,0.0
2.0,1817.0,17.0,0.0,0.0,20.0,0.0
0.0,903.0,1769.0,21.0,0.0,747.0,0.0
2622.0,73.0,0.0,0.0,0.0,0.0,1382.0
