PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-0.0032669217232933886,0.004815652680231951,-0.02982991934610587,-0.010932728992171854,-0.004677973829605204,-0.00263882975475473,-8.747315150033164E-5,-0.009108171555771866,-0.04057166689768331,-0.018541946155079266
-7.720052252726727E-5,2.0046016143733243E-4,3.6503953281938936E-4,-0.0017444113323552223,7.350716455418548E-4,0.0010261415817848603,-0.0012431783500851852,3.808898994250925E-4,-2.685724490153569E-4,4.69281042996847E-4
1.5626148778667232E-6,1.951460257428807E-6,3.069652206733546E-6,-7.118582348044144E-6,4.0602946339531546E-6,5.627686750267812E-6,-6.636516746391516E-6,3.478045436609043E-6,3.4294076496981257E-6,3.3106176584157907E-6
-5.729622982794686E-4,-5.432815552039031E-4,0.0029597940460981305,-0.002214694919243316,-0.0031503881572882177,0.005810944517065986,4.431356733765316E-4,-0.0026707769598628044,-0.003227106107258014,0.003149429853863365
-5.315127527155948E-4,-8.162109071360783E-4,0.0019114226464189811,-0.006329860950090933,0.002579294561679381,0.004082563809582396,-0.0014849131972121058,-8.374029347363027E-4,-0.009377013396211805,-0.0028609171893187652
2.879234800989036E-4,-0.001120890964197161,0.0017101022832674158,-0.0014369802096315385,2.9276270747059053E-4,0.008533171039160025,0.004848043483039657,0.001274014149700401,-5.8402934990669036E-5,-0.0036180257290643367
-9.664266047193485E-4,-0.0021801223047363846,0.0038647918254720733,-5.098131305454095E-5,-0.0018568244814709423,-0.003378286941341687,-0.0040710167147563125,-0.0026057755094357686,1.7300400664667308E-4,-0.0021053398056722697
-2.577474470228423E-4,-0.0028989754424824095,0.009249004406150948,-0.0022370973217456635,-0.00727399384508156,0.010285343545360036,1.1717355413122826E-4,-0.006237367033997536,-0.015971882979421703,-0.0027080578857198476
-6.011225149999545E-4,-1.5820760533604E-4,3.1435859334340077E-4,-9.273320800482284E-4,1.8438141738551545E-4,-0.0016882841598209832,9.298690382994756E-4,-0.0017535337765199634,-0.0019463270842720326,0.003566994963966637
-0.003570649716277959,-0.003751248410669836,0.00801864946024368,0.004153985613458565,-0.011459045324204173,-0.0433134039832614,0.016305116865617503,-0.014429695198920602,0.04668900813298907,0.009000775676839308
-0.011501690990740847,-0.01953619785777163,0.032028075426764974,-0.016899262717940913,0.002610261874199707,-0.056703656196333566,0.04117482913101814,-0.03270291613656299,0.02997581024807725,0.021218938098722752
0.0010217954792534213,0.014978008609518794,0.005997927593619112,0.009599061300209669,-8.900405989631529E-4,-0.011952054196068401,0.023574250187265135,-0.005920968623282398,-0.04330324703626976,-0.013858544855315355
3.132033028460672E-4,-3.362405474844305E-4,-9.231632168362931E-4,3.0989213524025613E-5,-5.602891348778019E-4,2.2561429105061136E-4,0.0029712458786223975,0.001485402709300721,0.0023343828212689893,0.0015225295936963346
-3.387573891310789E-4,-0.001500363765779857,-0.0010552561864404187,-5.40193081010061E-4,4.1324994537051367E-4,0.002161815924297979,5.75121333693664E-4,0.0028172979255475803,-0.010731486332550343,-0.002643991432137784
-4.053301260015801E-5,1.6414972423924128E-6,-0.0026248787935040773,0.0012623581688431488,5.163588603827578E-5,-1.8266738760595793E-4,4.5513701197239496E-4,-0.0010538095961240817,-0.0018655719841881488,-5.662854918181323E-4
-6.692833080637351E-4,0.0015356207646067537,-0.0015377860357411097,3.5035170510567795E-5,5.100206734508903E-4,0.001379075443517804,2.4688390137806793E-4,-0.0017162154477457755,-7.984318218621547E-4,-0.005989271251703234
0.00815977740164015,-0.01835050679682856,0.0420573001297075,0.05182587632804932,-0.09807536519549469,0.0402054118800796,-0.10033597259938128,0.06106192298092411,0.39741426262475965,0.036540388186214925
0.010155228971004666,-0.0057420250082287376,-0.011537572201366204,-0.00277294234152636,-0.027020536558760206,0.011427735586555148,-0.020284537616502254,-0.007881566349470565,0.04056997129041979,0.03820008848418265
-0.003388135651960177,0.003622680491057111,0.0025066538327794237,0.007719319212149563,0.022461213937356086,-0.02124466816343708,0.018705363547987644,0.005790063035498988,-0.07825113587853007,1.4586261807642632E-4
-0.013585840300594187,-0.01082385639918365,-0.0066716791633260235,0.014825968277038777,0.052686388830943995,-0.049695255050935465,0.055165666966633685,0.011863866636767305,-0.15222384976458844,0.02796526341991868
0.005090164654592934,0.01830359157514839,-0.03888909927137489,0.014383364355923457,0.0068888778324511565,-0.02161368559599414,0.03813106274250646,-0.02276972903401805,-0.13295388501021865,-0.040400448274499685
-6.240170289111447E-4,-6.0042259590082E-4,-0.0020521641868075356,0.0012890390523750954,0.002623352119941323,-5.7292001847045364E-5,-0.0022264716009776308,0.0010034762695531854,-0.0036669337861468224,-2.1383863521583685E-4
2.915271627997054E-4,-8.161453065742127E-4,1.287326745516086E-4,0.0011299694380388014,-5.72657753809943E-5,-0.003851831622291433,0.003504254326696749,-0.0031889485465819824,0.0029878269520765433,-0.003313349981602581
-3.8280075983469014E-5,-9.361245078773755E-5,-2.9264680656758993E-4,2.0368328900729826E-4,1.1919620519250405E-4,-2.0232486279855985E-4,-6.814319893049087E-5,5.460850953678085E-4,-1.435229871907053E-4,-1.9262309135230943E-4
2.1133463492060782E-4,4.8781022502908675E-5,1.117057213160354E-4,3.0593497777294E-4,-4.534565730748799E-4,-7.786268321786546E-4,2.365983548939739E-4,-2.5902361341682205E-4,1.6577501416219852E-4,-1.2379703023206127E-4
-0.0026609049530275223,-0.0042631385096882175,0.0017022445244116652,0.01373998415261821,-0.002237869279072439,-0.03018985788982691,0.006790658881575454,-0.0039557749483900865,0.012515272672566977,-0.008137559783332915
0.0026430000435705295,0.005261820532694309,-0.00673040277909586,0.012987360759785575,-0.011326441569071316,-0.025794392570884683,0.017134400811272536,-0.010207856311617894,0.010744247725465235,-0.007078068153329904
0.001184031499840687,0.0019243586635454466,-0.006080410208089981,0.019003327497568452,0.004453097587768449,-0.01103197128526212,0.010680532914352024,-0.019533170758583615,0.02466735868175676,8.844300342089532E-4
