PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-0.057060474121531035,-0.1238638227311687,-0.03940656680621987,0.4850121700512813,-0.15198900393706674,-0.6478213057227115,0.4055217478985417,-0.16201638522913983,0.150258427407752,-0.031497869100341136
0.1293756772583755,0.32903933776599215,-0.3990364279009889,-0.10324183569582576,-0.2430892646757964,0.02351550938377417,0.01181628835369089,0.08181831372134585,-0.0013448647452824168,-0.020002999054400405
0.12262795984920305,0.30483753792823187,-0.4214712551650078,0.004462163218841353,-0.289620583043256,-0.11635766055536206,0.1236396737092926,0.03901653664788922,0.014850270607442099,-0.030783290130200133
0.042561438506821425,0.28709669736975973,0.4740492819513768,0.15496308988907315,0.13116041100971718,-0.06694294419252367,0.027027412673507167,-0.05381625213760597,-0.0450384014007148,0.16111175935020056
0.3560474516837065,-0.17456333267286286,0.08091501271341395,0.024294128853443356,0.05390616365259471,0.04101259700924817,-0.00987250950375479,-0.05021292890964807,0.0647770510636844,-0.881697531225035
0.05960534004067381,0.339469005684304,0.43366718604736987,0.14244876555725142,0.10617402730264147,-0.04070110304752639,0.0027237536405860796,-0.009071617157549755,-0.01404164243884734,-0.07288820083663186
0.39593362300770785,-0.15370307026310362,0.032338820724948814,0.0376924091889162,0.043700402551025586,-0.03242122350014831,-0.020040767762089184,9.642447834730672E-4,-0.04217864597044352,0.23916535130943675
-0.0337530963017104,0.013850533503083032,-0.21903362054169673,0.5516740150987951,0.37036921713788473,0.15625660641275707,-0.005497201714382061,0.6905763413043011,0.014298764917210716,-0.024882928768238555
-0.0029408358671899845,0.13787291465986778,-0.32826005133164976,0.41342976417351684,0.34558271236218063,0.26413998767693575,-0.20321111370473613,-0.6828009366872202,0.03812468848355838,0.029436198067967656
-0.07400782791994494,-0.11653690011946656,0.10104317231594499,0.36315725692395767,-0.5280678789810382,-0.09531770877909371,-0.6976319667390829,0.03822720011722991,-0.20793131987237157,-0.02613236676826963
0.008842089191913725,-0.11115970447783648,0.15954782886162844,0.28620026051906683,-0.4619333040912812,0.6352424101222968,0.4837292544446601,-0.06337345671170083,-0.12501303060033103,0.038676199217681506
0.2717456101761041,-0.3625875481941773,-0.013770747167245136,0.014202527221666202,0.07450405971458694,-0.02438003780801256,-0.011166127217607737,-0.02049037989516221,-0.03676222973477421,0.21949216049676312
-0.31060438784543504,-0.3049829829566703,-0.13683494662293377,-0.06417890398538093,0.017506316145942415,0.02288624228399322,0.01699423507201732,-0.028089364412677873,0.01733083700334692,-0.035812606128661606
-0.41239988274167677,0.09328336342406052,0.021003876966383766,-0.020560671260093845,-0.005653503275344631,0.023855770983439512,0.02271116498132347,-0.012121687497212914,0.034300688020144236,-0.20066790660455294
0.043712372946160816,-0.4719961835190073,-0.08196835395435298,-0.026243329415857546,0.07388632805632045,7.985659071344102E-4,2.9586083148838433E-4,-0.030907254258739563,-0.014202429701308094,0.09927574374886243
-0.3869186000190986,-0.15897769418830296,0.08724782894560522,0.0031440894871876896,0.08458574758928687,0.005956968549905978,0.02619751611758,-0.021633161604213073,-0.025867775529076358,-0.05986904058854035
-0.4199505413650971,0.0048199462597105095,-0.04031850300731443,-0.03796137080048346,-0.010873241519207865,0.019908306157354297,0.016305818413687393,-0.00941225184957077,0.024031625341257995,-0.0855782176226204
-0.0035128410145497378,-0.0019419135456483904,-0.0030275524682134543,0.009604179558777142,0.01333489204855391,-0.029916246315002032,0.10447502398421928,-0.008780226610124103,0.15292350414349848,0.03727946783044533
-0.018691648671206772,0.026729835502875977,-0.08822186109021109,-0.016876757695165893,0.12546766109954965,-0.1354871767889019,0.11593652015073642,-0.02057648190324153,-0.8085175851226332,-0.08043738899715942
0.005264339749868066,0.036851347353648416,-0.005007879607932306,-0.06735203003848515,0.04318683204431281,0.09045714788529301,-0.09181877623795849,0.02672869535249667,0.09386556208624211,0.0342566455773761
-2.4582524375317767E-5,-0.0019110821230022943,-0.0028700954102479914,-0.01105296471735534,0.012290401088091008,0.012363760979280198,-0.012207872794148315,0.0047167874377672106,-0.01408726951787963,1.1794235957084747E-4
0.0022175479314105995,9.107032720046436E-5,-0.008604847556236432,-0.010474040145149435,0.0016702788623405072,0.008676983138357073,-0.008413855727604018,0.004650428934831759,-9.94615495725719E-4,0.013376509171471913
-2.2990398956332982E-4,-0.0019450155565564052,-0.02029845024777487,-0.01948431951083839,0.001892489929635434,0.014594139008753865,-0.009240522185493446,-6.150262540901906E-4,-0.03286032879595772,0.0019185822621150697
5.695863178250245E-4,0.002082823933194863,-3.638482394078293E-4,-0.0029726674461001894,0.00223769398440166,0.004948100831137691,-0.004765054194686418,0.00232987009528854,0.0038569062328988927,9.540254580064085E-4
3.983203987582418E-4,0.001768807603032094,1.3574948436795948E-4,-0.0093996961714496,0.013067501065310757,0.01566075724930914,-0.014986746278852624,-9.851075995012469E-4,0.018228886446031094,0.015400800272281431
-1.849748039515973E-5,-7.276089271562758E-5,1.5165513513801617E-4,1.1753627805180869E-4,-1.5658946465481435E-4,3.0029685338377833E-4,-4.457329542814705E-5,2.2021398643950023E-4,-2.589781574708386E-4,-1.6675088953212937E-4
-4.72327795854272E-5,-1.2765351971914468E-4,2.2175055345167235E-4,1.0971427427354616E-4,-2.3878928860690128E-4,3.732416036736072E-4,-1.3810714954012065E-4,1.964498458180202E-4,-3.5850123312662006E-4,5.244149123128355E-5
2.0978090508834283E-4,-3.8495327192962487E-4,7.954659765165012E-4,-0.0018614868015711997,0.0019546413370332655,8.044542391323371E-4,-9.414109838831386E-4,0.0010871296376343401,0.002640133539581385,-0.0017903241519515163
0.005432826540536646,0.037842616862579476,0.0034458570410945055,-0.040325721022604476,0.025152396971338076,0.04922750051195091,-0.057065914789275994,0.025701540998547833,-0.010126582337571221,-0.021268490683209587
0.0024648358957091456,-0.0013298241487161731,0.004763830745965075,-0.008596086574897997,0.017718320265373566,0.00996464031809902,-0.0010803077350486675,0.009502541550103693,-0.0450138051607769,-0.018192472111222123
5.847010244537707E-4,-0.015106979431342482,0.021081399798361013,0.004853262256057993,-0.005847856290503734,0.07368995567688702,0.005608482809193079,0.009649951591133354,-8.937182981876723E-4,-0.029979214774460618
