1,2,3,4,5,6,7
29850.0,11834.0,13.0,0.0,3.0,15.0,789.0
10316.0,45622.0,539.0,1.0,34.0,326.0,37.0
0.0,686.0,5667.0,111.0,16.0,637.0,0.0
0.0,1.0,233.0,242.0,0.0,74.0,0.0
12.0,1723.0,41.0,0.0,63.0,17.0,0.0
0.0,799.0,1642.0,14.0,8.0,977.0,0.0
1672.0,31.0,0.0,0.0,0.0,0.0,2374.0
